cell_id	coords
87	[[5495, 433], [5484, 433], [5483, 428], [5488, 427], [5489, 428], [5490, 427], [5492, 427], [5493, 429], [5494, 427], [5494, 432], [5495, 433]]
88	[[1232, 461], [1231, 460], [1227, 459], [1223, 456], [1221, 452], [1220, 446], [1222, 445], [1221, 444], [1222, 441], [1229, 432], [1233, 430], [1235, 430], [1236, 429], [1240, 429], [1244, 431], [1246, 434], [1248, 438], [1248, 442], [1247, 443], [1248, 445], [1248, 450], [1246, 454], [1241, 459], [1239, 459], [1235, 461], [1232, 461]]
89	[[5494, 437], [5484, 437], [5483, 434], [5493, 433], [5493, 436], [5494, 437]]
90	[[5493, 441], [5486, 441], [5483, 440], [5483, 438], [5493, 437], [5493, 441]]
91	[[6834, 491], [6830, 491], [6829, 492], [6819, 492], [6818, 491], [6813, 491], [6812, 490], [6810, 490], [6804, 487], [6798, 483], [6795, 476], [6792, 472], [6792, 470], [6791, 469], [6791, 466], [6792, 464], [6791, 463], [6790, 462], [6791, 461], [6791, 458], [6792, 457], [6793, 453], [6795, 451], [6795, 450], [6803, 442], [6807, 440], [6809, 440], [6812, 438], [6816, 438], [6817, 437], [6829, 438], [6830, 439], [6832, 439], [6836, 441], [6841, 445], [6844, 446], [6848, 451], [6850, 455], [6851, 463], [6849, 465], [6849, 467], [6847, 468], [6850, 469], [6850, 473], [6848, 476], [6848, 478], [6846, 480], [6844, 484], [6841, 487], [6834, 491]]
92	[[5482, 440], [5482, 441], [5482, 441], [5481, 441], [5482, 440]]
93	[[6178, 508], [6169, 508], [6168, 507], [6164, 506], [6153, 496], [6151, 492], [6152, 490], [6151, 489], [6151, 487], [6149, 483], [6150, 482], [6149, 477], [6152, 476], [6150, 473], [6150, 469], [6151, 468], [6151, 466], [6154, 460], [6163, 452], [6169, 449], [6173, 449], [6174, 448], [6180, 448], [6181, 449], [6184, 449], [6188, 451], [6196, 461], [6202, 474], [6201, 476], [6202, 477], [6202, 480], [6201, 481], [6200, 486], [6193, 499], [6186, 505], [6182, 507], [6179, 507], [6178, 508]]
94	[[5919, 499], [5912, 499], [5911, 500], [5909, 500], [5908, 499], [5903, 499], [5899, 497], [5893, 492], [5889, 484], [5889, 477], [5892, 477], [5890, 474], [5890, 471], [5892, 468], [5893, 463], [5901, 454], [5905, 453], [5906, 452], [5908, 452], [5909, 451], [5920, 451], [5921, 452], [5923, 452], [5927, 454], [5931, 458], [5935, 466], [5935, 471], [5933, 473], [5933, 474], [5936, 475], [5935, 476], [5935, 481], [5934, 482], [5933, 487], [5927, 495], [5919, 499]]
95	[[5493, 460], [5484, 460], [5483, 456], [5484, 455], [5485, 456], [5493, 456], [5493, 460]]
96	[[5495, 459], [5495, 460], [5495, 460], [5494, 460], [5495, 459]]
97	[[5482, 462], [5482, 463], [5482, 463], [5481, 463], [5482, 462]]
98	[[994, 519], [990, 521], [985, 522], [984, 523], [971, 523], [968, 521], [964, 520], [952, 509], [952, 508], [948, 504], [949, 503], [948, 501], [946, 501], [946, 499], [944, 496], [944, 493], [943, 492], [943, 487], [944, 486], [944, 483], [946, 480], [946, 478], [955, 470], [959, 469], [960, 468], [964, 468], [965, 467], [968, 467], [969, 468], [973, 468], [974, 469], [976, 469], [987, 475], [996, 485], [999, 491], [999, 494], [1000, 495], [1000, 501], [1001, 502], [1001, 504], [999, 504], [997, 507], [1001, 507], [1000, 508], [1000, 512], [999, 514], [994, 519]]
99	[[5494, 469], [5494, 470], [5485, 470], [5483, 469], [5494, 469]]
100	[[5495, 474], [5494, 475], [5484, 475], [5483, 472], [5495, 471], [5495, 474]]
101	[[5494, 478], [5484, 478], [5483, 476], [5494, 475], [5494, 478]]
102	[[5730, 522], [5720, 522], [5719, 521], [5714, 520], [5712, 518], [5708, 516], [5707, 515], [5705, 514], [5703, 510], [5703, 502], [5705, 500], [5705, 499], [5703, 498], [5704, 487], [5709, 481], [5717, 477], [5727, 477], [5728, 478], [5730, 478], [5741, 484], [5741, 486], [5743, 487], [5744, 487], [5746, 491], [5746, 497], [5743, 499], [5746, 499], [5744, 507], [5742, 509], [5740, 513], [5737, 516], [5737, 517], [5735, 519], [5734, 519], [5730, 522]]
103	[[5495, 479], [5494, 481], [5490, 481], [5488, 479], [5487, 480], [5483, 480], [5484, 478], [5495, 479]]
104	[[5495, 481], [5494, 482], [5483, 482], [5484, 480], [5487, 480], [5488, 479], [5490, 481], [5494, 481], [5495, 480], [5495, 481]]
105	[[5494, 492], [5489, 492], [5488, 490], [5487, 492], [5485, 492], [5483, 491], [5483, 483], [5494, 482], [5495, 485], [5494, 486], [5495, 487], [5494, 489], [5494, 492]]
106	[[538, 525], [533, 525], [529, 523], [524, 519], [524, 518], [520, 513], [519, 510], [512, 504], [512, 502], [511, 501], [512, 497], [516, 493], [522, 490], [526, 486], [531, 485], [534, 483], [539, 483], [545, 491], [547, 495], [547, 497], [548, 498], [548, 502], [550, 506], [549, 508], [551, 510], [551, 514], [550, 515], [550, 518], [549, 520], [546, 523], [544, 523], [543, 524], [539, 524], [538, 525]]
107	[[6590, 539], [6582, 539], [6581, 540], [6578, 540], [6577, 539], [6572, 539], [6566, 536], [6560, 531], [6559, 531], [6554, 526], [6554, 524], [6553, 523], [6553, 519], [6552, 518], [6553, 508], [6559, 497], [6567, 489], [6568, 489], [6573, 485], [6575, 485], [6579, 483], [6588, 483], [6598, 488], [6604, 496], [6605, 500], [6606, 501], [6606, 504], [6607, 505], [6607, 516], [6606, 517], [6607, 518], [6607, 522], [6605, 525], [6604, 529], [6599, 535], [6598, 535], [6596, 537], [6594, 537], [6590, 539]]
108	[[5494, 499], [5489, 499], [5488, 497], [5487, 499], [5484, 499], [5483, 492], [5484, 491], [5485, 492], [5487, 492], [5488, 490], [5489, 492], [5494, 492], [5494, 499]]
109	[[429, 529], [425, 530], [424, 529], [421, 529], [415, 526], [412, 522], [406, 517], [405, 513], [404, 512], [404, 508], [404, 507], [403, 509], [402, 509], [402, 503], [405, 499], [408, 498], [410, 496], [414, 494], [417, 494], [418, 495], [420, 495], [422, 497], [424, 497], [428, 502], [428, 503], [435, 509], [434, 513], [436, 514], [436, 522], [434, 524], [434, 525], [429, 529]]
110	[[5494, 502], [5489, 502], [5488, 500], [5487, 502], [5484, 502], [5482, 501], [5484, 499], [5487, 499], [5488, 497], [5489, 499], [5494, 499], [5494, 502]]
111	[[5493, 509], [5491, 509], [5490, 508], [5483, 508], [5482, 508], [5483, 507], [5483, 505], [5482, 504], [5482, 502], [5483, 501], [5484, 502], [5487, 502], [5488, 500], [5489, 502], [5494, 502], [5494, 508], [5493, 509]]
112	[[5494, 520], [5489, 520], [5488, 519], [5482, 519], [5482, 517], [5483, 516], [5484, 508], [5490, 508], [5491, 509], [5493, 509], [5494, 508], [5494, 509], [5494, 520]]
113	[[203, 534], [202, 532], [200, 533], [198, 536], [195, 536], [194, 535], [192, 535], [191, 536], [187, 536], [185, 535], [185, 534], [183, 533], [184, 531], [183, 530], [180, 527], [181, 526], [181, 524], [184, 521], [185, 519], [187, 520], [187, 519], [190, 517], [193, 517], [199, 520], [201, 523], [202, 523], [201, 522], [202, 521], [203, 523], [203, 526], [204, 527], [203, 534]]
114	[[5494, 536], [5492, 535], [5491, 536], [5490, 535], [5485, 535], [5483, 536], [5482, 529], [5486, 528], [5487, 527], [5488, 527], [5490, 529], [5494, 528], [5494, 536]]
115	[[5494, 548], [5489, 548], [5488, 547], [5483, 547], [5483, 541], [5481, 541], [5483, 539], [5483, 537], [5485, 535], [5490, 535], [5492, 537], [5493, 536], [5494, 537], [5494, 539], [5495, 540], [5494, 546], [5495, 547], [5494, 548]]
116	[[5493, 564], [5485, 564], [5483, 563], [5484, 562], [5484, 559], [5483, 558], [5483, 556], [5484, 555], [5484, 549], [5486, 547], [5488, 547], [5489, 548], [5494, 548], [5495, 547], [5495, 548], [5494, 549], [5496, 550], [5496, 552], [5495, 553], [5495, 562], [5493, 564]]
117	[[5483, 562], [5483, 563], [5483, 563], [5482, 563], [5483, 562]]
118	[[5483, 568], [5483, 569], [5483, 569], [5482, 569], [5483, 568]]
119	[[1209, 612], [1199, 611], [1198, 610], [1194, 609], [1186, 602], [1186, 600], [1183, 595], [1183, 589], [1184, 588], [1182, 587], [1182, 584], [1183, 582], [1191, 573], [1197, 570], [1201, 570], [1203, 569], [1204, 570], [1209, 570], [1210, 571], [1212, 571], [1214, 573], [1215, 573], [1221, 580], [1223, 584], [1223, 586], [1224, 587], [1224, 591], [1222, 593], [1224, 594], [1224, 598], [1223, 599], [1223, 601], [1221, 603], [1219, 607], [1218, 607], [1215, 610], [1213, 611], [1210, 611], [1209, 612]]
120	[[1267, 582], [1273, 579], [1273, 578], [1279, 573], [1284, 572], [1286, 575], [1285, 576], [1284, 575], [1282, 575], [1272, 581], [1270, 581], [1269, 582], [1267, 582]]
121	[[1282, 611], [1275, 609], [1274, 608], [1271, 605], [1270, 603], [1270, 600], [1271, 598], [1269, 596], [1269, 593], [1266, 589], [1267, 588], [1267, 585], [1270, 581], [1272, 581], [1276, 579], [1278, 577], [1282, 575], [1284, 575], [1287, 578], [1287, 582], [1288, 582], [1289, 580], [1291, 584], [1291, 586], [1292, 587], [1292, 591], [1291, 592], [1291, 598], [1292, 600], [1289, 605], [1289, 607], [1287, 609], [1283, 610], [1282, 611]]
122	[[5495, 583], [5494, 583], [5493, 582], [5492, 583], [5489, 583], [5488, 582], [5487, 583], [5483, 583], [5482, 582], [5488, 581], [5489, 582], [5490, 581], [5495, 581], [5495, 583]]
123	[[1267, 592], [1265, 592], [1265, 586], [1266, 585], [1266, 583], [1268, 582], [1268, 584], [1266, 587], [1267, 588], [1266, 589], [1267, 590], [1267, 592]]
124	[[1582, 600], [1581, 599], [1579, 600], [1576, 599], [1574, 596], [1573, 596], [1570, 593], [1568, 593], [1567, 590], [1565, 588], [1570, 583], [1574, 583], [1576, 585], [1580, 584], [1584, 589], [1585, 595], [1582, 600]]
125	[[5494, 595], [5493, 595], [5492, 594], [5484, 594], [5483, 595], [5482, 593], [5483, 592], [5482, 591], [5482, 587], [5484, 585], [5491, 585], [5493, 587], [5494, 586], [5494, 595]]
126	[[7392, 619], [7384, 619], [7383, 618], [7379, 617], [7376, 614], [7376, 612], [7374, 608], [7374, 603], [7376, 603], [7375, 601], [7375, 597], [7376, 595], [7381, 589], [7385, 587], [7392, 587], [7393, 588], [7397, 589], [7400, 593], [7403, 599], [7402, 611], [7397, 617], [7393, 618], [7392, 619]]
127	[[1574, 608], [1572, 607], [1571, 605], [1567, 605], [1566, 606], [1564, 606], [1560, 608], [1553, 608], [1552, 607], [1550, 609], [1547, 609], [1545, 603], [1547, 601], [1548, 602], [1548, 601], [1545, 599], [1548, 596], [1551, 596], [1552, 595], [1554, 597], [1555, 596], [1555, 591], [1558, 588], [1561, 588], [1564, 592], [1564, 593], [1567, 595], [1568, 595], [1568, 597], [1570, 597], [1575, 603], [1575, 605], [1576, 606], [1574, 608]]
128	[[5494, 606], [5493, 606], [5492, 605], [5485, 605], [5483, 607], [5482, 601], [5484, 599], [5489, 599], [5490, 600], [5491, 599], [5494, 599], [5494, 606]]
129	[[7262, 631], [7257, 631], [7254, 629], [7244, 629], [7242, 627], [7240, 627], [7237, 625], [7237, 620], [7239, 616], [7239, 615], [7237, 613], [7237, 611], [7238, 610], [7238, 606], [7243, 601], [7247, 599], [7255, 599], [7256, 601], [7258, 600], [7262, 604], [7263, 608], [7265, 609], [7265, 613], [7266, 614], [7265, 616], [7266, 618], [7266, 626], [7264, 627], [7264, 629], [7262, 631]]
130	[[6186, 624], [6184, 623], [6185, 617], [6186, 616], [6185, 615], [6186, 613], [6185, 612], [6186, 610], [6185, 609], [6185, 607], [6186, 606], [6187, 608], [6187, 606], [6192, 602], [6193, 603], [6195, 603], [6195, 607], [6197, 608], [6197, 610], [6195, 612], [6196, 614], [6195, 620], [6194, 620], [6194, 617], [6193, 621], [6193, 621], [6192, 620], [6191, 623], [6189, 624], [6186, 624]]
131	[[5751, 621], [5748, 621], [5745, 619], [5743, 619], [5740, 617], [5741, 616], [5740, 613], [5743, 612], [5743, 610], [5744, 611], [5744, 611], [5744, 609], [5741, 609], [5743, 607], [5744, 608], [5747, 604], [5751, 604], [5752, 605], [5754, 605], [5756, 608], [5756, 614], [5754, 618], [5751, 621]]
132	[[1555, 642], [1553, 641], [1547, 636], [1545, 632], [1545, 630], [1544, 629], [1544, 622], [1546, 621], [1546, 616], [1545, 615], [1547, 613], [1546, 612], [1548, 610], [1550, 610], [1551, 609], [1551, 611], [1553, 611], [1553, 609], [1555, 609], [1556, 608], [1560, 608], [1561, 607], [1569, 605], [1574, 609], [1577, 610], [1579, 615], [1578, 616], [1578, 620], [1577, 621], [1580, 621], [1580, 625], [1579, 626], [1578, 632], [1576, 636], [1572, 640], [1568, 642], [1564, 642], [1563, 643], [1555, 642]]
133	[[5494, 613], [5484, 613], [5483, 614], [5482, 608], [5485, 605], [5492, 605], [5494, 607], [5494, 613]]
134	[[6088, 664], [6076, 658], [6071, 654], [6070, 648], [6070, 647], [6069, 649], [6068, 647], [6067, 646], [6067, 644], [6068, 643], [6068, 638], [6069, 637], [6069, 635], [6071, 632], [6071, 630], [6073, 626], [6078, 620], [6078, 619], [6083, 614], [6092, 609], [6096, 609], [6097, 608], [6099, 609], [6103, 609], [6108, 613], [6108, 614], [6111, 617], [6113, 621], [6113, 623], [6114, 624], [6114, 628], [6115, 629], [6115, 644], [6114, 645], [6114, 651], [6111, 657], [6103, 663], [6101, 664], [6088, 664]]
135	[[6401, 628], [6400, 628], [6402, 626], [6401, 624], [6402, 622], [6404, 621], [6404, 618], [6410, 611], [6414, 609], [6420, 609], [6421, 611], [6422, 613], [6422, 625], [6420, 628], [6419, 628], [6418, 626], [6416, 626], [6415, 625], [6414, 627], [6413, 626], [6405, 626], [6401, 628]]
136	[[5759, 628], [5757, 627], [5759, 626], [5759, 623], [5760, 622], [5760, 618], [5759, 617], [5762, 615], [5761, 614], [5762, 612], [5764, 612], [5765, 611], [5767, 612], [5769, 611], [5770, 613], [5772, 613], [5775, 617], [5775, 621], [5774, 622], [5775, 624], [5773, 626], [5772, 625], [5770, 626], [5764, 625], [5763, 628], [5759, 628]]
137	[[5494, 617], [5494, 617], [5493, 616], [5484, 616], [5483, 617], [5482, 615], [5484, 613], [5494, 613], [5494, 617]]
138	[[6515, 633], [6513, 632], [6513, 628], [6514, 627], [6514, 623], [6515, 622], [6515, 620], [6517, 618], [6523, 619], [6528, 615], [6529, 616], [6531, 616], [6531, 619], [6529, 621], [6528, 626], [6531, 630], [6531, 631], [6529, 631], [6528, 633], [6526, 634], [6515, 633]]
139	[[1608, 630], [1606, 629], [1604, 631], [1604, 632], [1602, 633], [1597, 633], [1595, 632], [1593, 631], [1593, 629], [1595, 628], [1596, 629], [1596, 628], [1594, 627], [1595, 625], [1594, 623], [1594, 619], [1599, 617], [1600, 618], [1603, 618], [1606, 620], [1608, 620], [1609, 622], [1609, 624], [1608, 625], [1609, 626], [1608, 627], [1608, 630]]
140	[[5494, 621], [5493, 621], [5492, 620], [5484, 620], [5483, 621], [5482, 619], [5484, 617], [5493, 617], [5494, 619], [5494, 621]]
141	[[5494, 624], [5493, 624], [5492, 623], [5484, 623], [5483, 624], [5482, 622], [5484, 620], [5492, 620], [5494, 622], [5494, 624]]
142	[[5494, 629], [5491, 629], [5490, 628], [5485, 628], [5483, 629], [5482, 625], [5484, 623], [5492, 623], [5494, 625], [5494, 629]]
143	[[6416, 649], [6412, 649], [6407, 646], [6407, 642], [6409, 641], [6407, 639], [6406, 641], [6404, 640], [6404, 637], [6405, 636], [6404, 635], [6402, 633], [6402, 631], [6403, 630], [6402, 629], [6403, 627], [6405, 626], [6411, 626], [6413, 627], [6415, 630], [6417, 630], [6418, 629], [6419, 630], [6422, 628], [6423, 629], [6423, 637], [6422, 639], [6416, 642], [6417, 643], [6418, 647], [6416, 649]]
144	[[6188, 628], [6186, 628], [6185, 629], [6184, 629], [6186, 627], [6188, 628]]
145	[[6193, 648], [6190, 648], [6188, 647], [6186, 646], [6186, 645], [6184, 643], [6177, 643], [6175, 642], [6177, 640], [6176, 639], [6182, 632], [6182, 631], [6184, 629], [6188, 628], [6189, 627], [6195, 627], [6197, 629], [6198, 629], [6198, 632], [6200, 634], [6199, 638], [6201, 639], [6200, 644], [6199, 645], [6193, 648]]
146	[[5494, 634], [5494, 634], [5492, 633], [5492, 630], [5490, 633], [5484, 633], [5483, 634], [5482, 630], [5485, 628], [5490, 628], [5491, 629], [5494, 629], [5494, 634]]
147	[[7264, 631], [7261, 637], [7260, 638], [7259, 638], [7258, 640], [7255, 641], [7251, 644], [7248, 644], [7247, 642], [7246, 643], [7243, 640], [7242, 640], [7240, 638], [7240, 637], [7242, 636], [7242, 634], [7241, 633], [7246, 632], [7246, 631], [7244, 630], [7242, 629], [7243, 628], [7244, 629], [7254, 629], [7257, 631], [7262, 631], [7263, 630], [7264, 631]]
148	[[5494, 641], [5491, 641], [5490, 640], [5488, 640], [5487, 638], [5486, 640], [5484, 640], [5483, 641], [5482, 635], [5484, 633], [5490, 633], [5491, 634], [5493, 633], [5494, 635], [5494, 641]]
149	[[6215, 652], [6213, 650], [6208, 648], [6209, 646], [6209, 642], [6215, 637], [6219, 637], [6220, 639], [6221, 642], [6220, 644], [6218, 644], [6215, 646], [6214, 645], [6213, 646], [6214, 647], [6216, 648], [6215, 649], [6215, 652]]
150	[[1399, 654], [1397, 655], [1396, 654], [1391, 654], [1390, 653], [1387, 653], [1384, 650], [1384, 646], [1383, 644], [1385, 642], [1388, 642], [1389, 640], [1395, 641], [1399, 646], [1399, 648], [1400, 649], [1399, 654]]
151	[[5494, 648], [5489, 648], [5488, 646], [5487, 648], [5484, 648], [5482, 647], [5482, 642], [5484, 640], [5490, 640], [5491, 641], [5494, 641], [5494, 648]]
152	[[111, 679], [110, 678], [107, 678], [106, 679], [105, 678], [103, 678], [99, 676], [97, 675], [96, 667], [94, 664], [94, 657], [95, 655], [99, 651], [99, 649], [102, 647], [103, 648], [103, 647], [109, 642], [111, 642], [112, 643], [117, 643], [118, 644], [122, 645], [123, 647], [124, 646], [126, 647], [127, 650], [126, 651], [128, 654], [129, 660], [130, 661], [130, 664], [130, 664], [129, 663], [127, 666], [128, 667], [128, 671], [124, 673], [119, 674], [111, 679]]
153	[[1706, 655], [1704, 655], [1700, 653], [1700, 651], [1699, 650], [1699, 648], [1700, 647], [1698, 645], [1699, 643], [1701, 643], [1702, 642], [1708, 643], [1709, 645], [1706, 646], [1710, 646], [1711, 648], [1710, 652], [1706, 655]]
154	[[98, 649], [99, 647], [102, 646], [105, 643], [106, 644], [103, 647], [99, 649], [98, 649]]
155	[[6189, 649], [6188, 649], [6187, 648], [6185, 648], [6183, 646], [6182, 648], [6180, 649], [6177, 649], [6173, 647], [6173, 644], [6181, 643], [6183, 645], [6185, 644], [6188, 647], [6189, 647], [6189, 649]]
156	[[752, 650], [756, 647], [757, 648], [754, 650], [752, 650]]
157	[[5494, 655], [5484, 655], [5482, 654], [5482, 649], [5483, 648], [5484, 649], [5487, 649], [5488, 647], [5489, 649], [5494, 649], [5494, 655]]
158	[[5751, 659], [5749, 657], [5750, 654], [5754, 651], [5755, 648], [5759, 647], [5760, 649], [5760, 651], [5761, 652], [5760, 654], [5761, 655], [5760, 657], [5757, 659], [5751, 659]]
159	[[767, 673], [762, 674], [760, 671], [756, 673], [754, 673], [752, 672], [753, 671], [750, 670], [751, 669], [750, 668], [750, 655], [749, 654], [751, 653], [752, 650], [754, 650], [757, 648], [758, 650], [760, 649], [762, 650], [764, 648], [766, 650], [769, 656], [769, 658], [770, 659], [769, 660], [770, 661], [770, 664], [769, 665], [770, 668], [767, 673]]
160	[[747, 673], [745, 673], [744, 670], [743, 671], [737, 670], [736, 671], [737, 672], [736, 672], [733, 669], [731, 669], [732, 663], [734, 663], [733, 659], [734, 658], [735, 660], [738, 657], [739, 658], [741, 656], [741, 654], [743, 653], [742, 652], [742, 651], [750, 652], [748, 654], [750, 655], [750, 669], [747, 672], [747, 673]]
161	[[6702, 705], [6697, 705], [6694, 703], [6689, 703], [6687, 702], [6678, 694], [6678, 692], [6676, 688], [6676, 682], [6675, 681], [6675, 668], [6677, 664], [6687, 654], [6691, 652], [6693, 652], [6694, 651], [6706, 651], [6716, 656], [6718, 659], [6719, 662], [6722, 665], [6723, 669], [6724, 670], [6724, 677], [6722, 681], [6723, 682], [6722, 683], [6722, 685], [6720, 689], [6711, 700], [6706, 702], [6702, 705]]
162	[[5494, 659], [5483, 659], [5482, 657], [5484, 656], [5485, 657], [5494, 657], [5494, 659]]
163	[[5494, 662], [5483, 662], [5482, 660], [5494, 659], [5494, 662]]
164	[[196, 661], [191, 661], [196, 661]]
165	[[184, 685], [178, 681], [177, 677], [176, 676], [176, 673], [180, 671], [180, 670], [182, 669], [180, 668], [182, 666], [183, 667], [188, 662], [190, 662], [191, 661], [198, 661], [200, 662], [201, 664], [201, 669], [198, 670], [200, 671], [199, 673], [197, 673], [196, 675], [193, 677], [193, 681], [188, 683], [187, 685], [184, 685]]
166	[[5494, 665], [5489, 665], [5488, 663], [5487, 665], [5485, 665], [5483, 664], [5482, 663], [5483, 662], [5484, 663], [5487, 663], [5488, 662], [5489, 663], [5494, 663], [5494, 665]]
167	[[5494, 673], [5490, 673], [5489, 672], [5483, 673], [5482, 665], [5484, 664], [5485, 665], [5487, 665], [5488, 663], [5489, 665], [5492, 665], [5493, 672], [5494, 665], [5494, 673]]
168	[[306, 682], [302, 680], [299, 683], [298, 683], [297, 682], [293, 679], [292, 675], [300, 668], [306, 669], [307, 671], [307, 674], [308, 675], [307, 676], [308, 677], [308, 680], [306, 682]]
169	[[123, 715], [122, 714], [120, 714], [116, 712], [110, 707], [108, 702], [106, 700], [104, 696], [104, 687], [105, 685], [110, 680], [113, 679], [115, 677], [121, 674], [123, 674], [126, 672], [132, 671], [133, 672], [135, 672], [141, 677], [142, 677], [146, 683], [147, 687], [148, 688], [148, 693], [146, 694], [147, 695], [148, 694], [148, 695], [148, 700], [147, 701], [147, 704], [146, 706], [141, 712], [137, 714], [134, 714], [133, 715], [123, 715]]
170	[[5494, 681], [5493, 681], [5492, 679], [5491, 680], [5486, 680], [5485, 681], [5483, 681], [5482, 674], [5494, 673], [5494, 681]]
171	[[5490, 683], [5483, 683], [5482, 682], [5485, 681], [5486, 680], [5490, 680], [5490, 683]]
172	[[348, 692], [348, 686], [351, 684], [351, 686], [354, 687], [355, 687], [356, 685], [358, 685], [358, 683], [359, 684], [362, 684], [363, 687], [362, 694], [359, 696], [357, 696], [356, 695], [353, 692], [350, 693], [348, 692]]
